host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price,distance_to_city_center,review_duration,email,phone,reviews,jumio,Long term stays allowed,Wifi,Essentials,Smoke alarm,avg_price_per_bedroom,mapped_property_type,mapped_bathrooms,mapped_room_type,response_time,neighbourhood_encoded
Mark,2015-12-03,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,6,0,0,4.6,4.6,4.0,4.2,4.2,5.0,4.8,1,1,0,1,0,0.11,80.0,1.279071309841122,130.0,1,1,1,1,1,1,1,1,138.02608522069195,2,4,3,4,32
Tiger Hostel,2019-07-19,"Haymarket, New South Wales, Australia",0.9250118017309205,1.0,0,14.0,1,1,1,1,12,90,1125,90,90,1125,1125,90,1125,1,6,36,66,246,22,0,0,4.55,4.86,4.27,4.82,4.77,4.95,4.82,1,17,0,0,17,0.77,36.0,1.1647367644976268,196.0,1,1,1,0,1,1,1,0,138.02608522069195,1,4,1,4,32
Mikele,2019-07-01,AU,0.9250118017309205,0.67,0,1.0,1,0,5,2,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,365,2,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,1,0,0.07,125.0,7.4915770069849685,164.0,1,1,0,0,1,1,1,1,106.39955357142857,2,4,3,4,8
Georgia,2013-12-24,"Rockley, England, United Kingdom",0.9250118017309205,0.8164300559552359,0,1.0,1,1,6,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.05,250.0,10.430275170263084,0.0,1,1,1,1,1,1,1,1,192.27598747261771,4,6,4,4,20
Dizzy,2015-06-07,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,3.0,1,1,2,1,2,90,1125,90,90,1125,1125,90,1125,1,27,57,87,177,9,0,0,4.11,4.56,3.67,4.78,4.56,4.22,4.44,0,3,0,2,1,0.14,35.0,11.923301180930105,1166.0,1,1,1,0,1,1,1,1,88.63882590073068,2,6,3,4,29
Fiona,2015-12-14,"Sydney, New South Wales, Australia",1.0,1.0,0,0.0,1,1,4,2,2,5,365,5,5,365,365,5,365,1,5,32,62,337,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,1,1,0,0,0.965576532094104,800.0,28.47026001875772,783.3016264885274,1,1,1,1,1,1,0,0,255.97059136060957,5,6,4,4,26
Christine,2016-12-21,"Bella Vista, New South Wales, Australia",0.91,0.67,0,2.0,1,1,3,1,3,2,1125,2,2,1125,1125,2,1125,1,27,57,87,87,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,10,0,10,0,0.965576532094104,32.0,26.53560810213369,783.3016264885274,1,1,0,0,1,1,1,1,114.50185185185185,2,2,3,3,33
Joohae,2017-05-08,"Hornsby, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,4.33,5.0,4.67,5.0,4.67,5.0,4.67,0,1,0,1,0,0.11,42.0,21.02025010032528,104.0,1,1,0,1,1,1,1,1,129.87171912486124,2,4,3,4,13
Carly,2019-01-05,"New York, New York, United States",0.9250118017309205,0.8164300559552359,0,0.0,1,0,4,1,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.04,120.0,6.652050440961581,0.0,1,1,0,0,1,0,1,1,183.21820800371313,4,6,4,4,35
Gong,2018-01-24,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,5.0,1,1,5,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,30,0,0,4.73,4.87,4.7,4.87,4.8,4.93,4.63,1,4,4,0,0,0.94,165.0,1.2768909005266973,281.0,0,1,0,0,1,1,1,1,138.02608522069195,4,6,4,4,32
Peta And Graham,2016-06-09,"Castlecrag, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,1.0,1,1,2,1,1,2,1125,2,2,1125,1125,2,1125,1,0,0,0,166,136,1,0,4.93,4.96,4.99,4.97,4.98,4.86,4.88,0,1,1,0,0,2.05,133.0,7.645889360966038,1635.0,1,1,1,0,0,1,0,1,100.7890625,4,6,4,4,36
Hai,2015-04-08,"Waterloo, New South Wales, Australia",0.9250118017309205,1.0,0,16.0,1,1,8,4,4,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,123,0,0,4.63,4.71,4.54,4.71,4.59,4.75,4.6,0,15,15,0,0,2.6,457.0,3.554297506027388,743.0,1,1,0,1,1,1,1,1,117.31939891873483,5,3,4,4,18
MadeComfy,2019-07-24,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,354.0,1,0,4,2,2,90,1125,90,90,1125,1125,90,1125,1,30,60,90,321,8,6,0,3.88,4.0,3.13,5.0,4.88,4.63,3.25,1,197,197,0,0,0.46,190.0,10.53440817885672,353.0,1,1,0,0,1,1,1,1,86.30045662100457,4,6,4,4,5
Rob,2015-05-10,"Warringah Mall, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,4.0,1,1,9,3,4,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,12,0,0,4.83,5.0,4.67,5.0,5.0,4.8,4.9,0,2,1,1,0,0.17,220.0,13.93569600060314,402.0,1,1,1,0,1,1,1,1,157.98023595334942,5,3,4,4,34
Amanda,2021-03-19,"Cromer, New South Wales, Australia",1.0,0.0,0,0.0,1,0,6,3,3,10,21,10,10,21,21,10,21,1,20,45,75,165,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.965576532094104,600.0,16.305470678316308,783.3016264885274,1,1,0,0,0,1,0,1,157.98023595334942,5,3,4,4,34
Victoria,2015-04-28,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,1.0,1,1,5,3,3,5,1125,5,5,1125,1125,5,1125,1,1,1,1,1,12,0,0,5.0,4.91,4.91,5.0,5.0,4.82,4.82,0,1,1,0,0,0.17,350.0,5.8905780347653955,1453.0,1,1,1,1,1,1,1,1,183.21820800371313,4,6,4,4,35
A.M,2013-04-02,"Bondi, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,3.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,15,22,52,327,2,0,0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.08,89.0,6.262699768319851,17.0,1,1,1,1,1,1,1,1,183.21820800371313,2,4,3,4,35
Raghida,2018-08-09,AU,0.9250118017309205,0.8164300559552359,0,1.0,1,0,1,1,2,90,1125,90,90,1125,1125,90,1125,1,30,60,90,90,1,0,0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,0,1,0,1,0,0.04,50.0,13.692883692236926,0.0,1,1,0,0,1,1,1,1,75.42923051573571,2,4,3,4,28
Frank,2015-09-15,"Haymarket, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,0,1,1,0,0,0.01,160.0,0.8827195235911313,0.0,1,1,1,0,1,1,1,1,138.02608522069195,4,6,4,4,32
Kharina,2015-09-15,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,1,1,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,6,0,0,5.0,5.0,4.6,5.0,5.0,5.0,5.0,0,1,0,0,1,0.08,40.0,7.2044255972008235,74.0,1,1,1,0,1,1,0,0,135.26623842867315,1,4,1,4,27
Pia,2013-12-25,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0.01,95.0,7.305102985410567,0.0,1,1,1,0,1,0,1,1,183.21820800371313,4,6,4,4,35
Miya,2015-12-07,AU,0.9250118017309205,0.8164300559552359,0,2.0,1,1,1,1,1,90,365,90,90,365,365,90,365,1,0,0,0,0,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,2,0,2,0,0.03,40.0,14.870353964783511,0.0,1,1,1,1,1,1,1,1,94.17872340425532,2,4,3,4,10
Jenna,2015-01-25,"Montebello, New York, United States",1.0,0.5,0,1.0,1,1,2,1,2,2,30,2,5,30,30,2,30,1,17,42,42,42,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.965576532094104,350.0,7.369890499864234,783.3016264885274,1,1,1,1,1,1,1,1,135.26623842867315,4,6,4,3,27
Bondi Beach Holiday Homes,2010-04-26,"Tamarama, New South Wales, Australia",0.96,0.86,0,58.0,1,1,6,3,2,7,1125,7,7,1125,1125,7,1125,1,0,0,0,123,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,54,54,0,0,0.965576532094104,375.0,6.171723260884449,783.3016264885274,1,1,1,1,1,1,1,1,183.21820800371313,5,3,4,3,35
Michelle,2018-09-25,"Pagewood, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,9,4,5,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.08,520.0,8.687913883498483,83.0,0,1,0,0,1,1,1,1,135.26623842867315,5,3,4,4,27
Camilo,2017-06-06,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,3.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,4.67,5.0,4.67,5.0,5.0,5.0,4.67,1,2,0,2,0,0.06,273.0,6.029775574775828,34.0,1,1,1,0,1,1,1,1,93.51619733735731,2,4,3,4,21
丽芳,2017-04-13,AU,0.9250118017309205,0.8164300559552359,0,5.0,1,0,2,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,5,0,0,4.8,5.0,5.0,5.0,4.8,4.8,4.6,1,5,1,4,0,0.1,80.0,4.803048801825588,394.0,1,1,1,0,1,1,1,1,138.02608522069195,2,5,3,4,38
Joanna,2015-05-19,AU,0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,0.0,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.01,135.0,1.8868443680494718,0.0,1,1,0,0,1,1,1,1,138.02608522069195,4,6,4,4,32
Miria,2014-10-08,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,21,0,0,4.71,4.81,4.71,5.0,4.71,4.48,4.76,1,1,0,1,0,0.44,70.0,3.621493530976413,75.0,1,1,1,1,1,1,1,1,138.02608522069195,2,5,3,4,32
Dartanhan,2018-01-06,"Cremorne, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,3,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,0,0,0.02,72.0,4.180548391628731,0.0,1,1,0,0,1,1,1,1,153.45101102941177,4,6,4,4,23
Praz,2017-11-24,AU,0.9250118017309205,0.8164300559552359,0,2.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,3.67,4.0,2.33,4.0,4.33,3.33,3.67,1,2,0,2,0,0.06,21.0,11.007676331106998,144.0,0,1,1,0,1,1,0,1,62.0703125,2,4,3,4,30
Erik And Christie,2013-09-13,Sydney beaches,0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,13,0,0,4.62,4.91,4.64,5.0,4.91,5.0,4.91,0,1,1,0,0,0.18,164.0,9.442847300721619,720.0,1,1,1,1,1,1,1,1,135.26623842867315,4,6,4,4,27
Luxico Holiday Homes,2014-02-03,Australia,1.0,0.45,1,115.0,1,1,8,4,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,34,34,0,0,0.965576532094104,3135.0,7.914501388932294,783.3016264885274,1,1,1,1,1,0,1,1,192.27598747261771,5,3,4,3,20
Murni,2015-02-15,"Woolloomooloo, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,14,0,0,4.92,4.92,4.92,5.0,4.92,5.0,4.75,1,1,1,0,0,0.57,250.0,6.057641469894706,68.0,1,1,0,0,1,1,1,1,220.34827684827684,4,6,4,4,22
Waireka,2017-10-09,"Mascot, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,0.0,1,1,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,5,35,36,25,1,0,4.76,4.8,4.84,4.84,4.84,4.16,4.64,0,1,1,0,0,1.01,89.0,7.04365238396082,404.0,1,1,0,1,1,1,1,1,77.14240568832707,4,6,4,4,4
Laura,2013-07-09,"Bondi Beach, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,300.0,6.316340635418692,724.0,1,1,1,1,1,1,0,1,183.21820800371313,4,6,4,4,35
Jodi,2018-04-28,"Bardwell Park, New South Wales, Australia",1.0,0.8164300559552359,0,2.0,1,1,2,1,1,90,365,90,90,365,365,90,365,1,23,53,83,358,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,2,1,1,0,0.965576532094104,40.0,10.723307719116342,783.3016264885274,1,1,0,1,1,1,1,1,75.42923051573571,2,5,3,3,28
Kimberley-Aphrodite,2016-03-13,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,3,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.04,90.0,9.132299952395671,36.0,1,1,0,1,1,1,1,1,130.27651821862347,4,3,4,4,17
Richard,2016-09-20,"New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,5.0,1,1,4,1,2,1,365,1,4,1125,1125,1,1125,1,17,47,77,352,24,24,0,4.75,4.96,4.71,4.75,4.79,4.96,4.71,1,4,4,0,0,2.54,213.0,1.4222781591909077,126.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,4,32
Peter,2015-08-06,"Balgowlah, New South Wales, Australia",1.0,1.0,0,0.0,1,0,4,2,3,5,365,5,5,1125,1125,5,1125,1,12,38,68,158,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.965576532094104,700.0,5.993450976004558,783.3016264885274,1,1,0,0,1,1,1,1,220.34827684827684,4,6,4,3,22
Katie,2015-11-30,"Clovelly, New South Wales, Australia",0.0,0.0,0,1.0,1,0,6,4,5,90,1125,90,90,1125,1125,90,1125,1,27,57,87,362,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,1,0,0,0.965576532094104,640.0,7.26345203563539,783.3016264885274,1,1,1,0,1,1,1,1,135.26623842867315,5,3,4,1,27
Nicky,2011-01-10,"London, England, United Kingdom",0.9250118017309205,0.8164300559552359,0,1.0,1,0,4,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,6,0,0,4.83,5.0,4.83,4.83,5.0,5.0,5.0,0,1,1,0,0,0.17,118.0,6.62915702650171,57.0,0,1,0,0,1,1,1,1,183.21820800371313,4,3,4,4,35
Debora,2017-09-17,"Sydney, New South Wales, Australia",0.9250118017309205,0.86,1,2.0,1,1,3,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,51,4,0,4.78,4.94,4.96,4.94,4.92,4.71,4.88,1,1,1,0,0,1.13,81.0,33.98571631405194,1066.0,1,1,0,1,1,1,1,1,83.85829030407344,5,6,4,4,19
Tayler,2015-01-22,"Perth, Western Australia, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,3.0,3.33,3.33,2.67,3.33,4.0,3.33,0,1,0,1,0,0.04,40.0,2.750484841693138,15.0,0,1,1,0,1,1,1,1,138.02608522069195,2,6,3,4,32
Pandelis,2017-02-12,"Kingsford, New South Wales, Australia",0.9250118017309205,1.0,0,1.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,5,35,310,12,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,0.39,51.0,7.136412111559993,710.0,1,1,0,1,1,1,1,1,135.26623842867315,2,4,3,4,27
Sue,2013-01-03,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,1.0,1,1,2,1,1,1,31,1,2,30,1125,1,1122,1,8,32,58,330,140,60,7,4.96,4.98,4.95,4.99,5.0,4.94,4.75,1,1,1,0,0,6.07,228.0,28.124529579602726,681.0,1,1,1,1,1,0,1,1,255.97059136060957,5,6,4,4,26
Felipe,2012-07-31,"Sydney, New South Wales, Australia",0.9250118017309205,0.56,0,1.0,1,1,2,1,1,90,120,90,90,120,120,90,120,1,28,58,88,178,23,3,0,4.87,4.91,4.74,4.91,4.96,4.87,4.83,0,1,0,1,0,0.35,47.0,4.6789691761429575,1748.0,1,1,1,1,1,1,1,1,153.45101102941177,2,4,3,4,23
Nicolas,2015-06-18,"New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,4,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,1,0,0.06,75.0,7.975759697860005,7.0,1,1,1,1,1,1,1,1,135.26623842867315,2,5,3,4,27
Anna,2014-12-22,"Frankston North, Victoria, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,4,0,0,4.25,4.75,4.5,5.0,4.75,5.0,4.25,0,1,1,0,0,0.06,180.0,6.456447792800086,241.0,1,1,1,0,1,1,1,1,183.21820800371313,4,6,4,4,35
Nancy,2018-10-10,"Lidcombe, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,2.0,1,1,2,1,1,1,1125,1,1,1125,1125,1,1125,1,18,47,77,167,4,4,0,4.5,4.75,4.5,4.75,4.5,4.75,4.25,0,4,4,0,0,0.46,93.0,15.080188491102891,217.0,1,1,0,0,1,1,1,1,103.1286317058469,5,6,4,4,1
Jeannette,2019-08-27,"Emu Plains, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,7,5,5,2,1125,2,5,1125,1125,2,1125,1,5,31,61,241,32,18,4,4.83,4.93,4.9,4.9,4.93,4.83,4.93,0,1,1,0,0,1.2,155.0,46.55383533952932,791.0,1,1,0,1,1,1,1,0,138.02608522069195,5,6,4,4,38
Ki,2021-06-08,"Ryde, New South Wales, Australia",0.91,0.91,0,36.0,1,1,4,2,2,2,1125,2,2,1125,1125,2,1125,1,10,27,38,38,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,1,33,33,0,0,0.965576532094104,157.0,4.312808377603602,783.3016264885274,1,1,0,0,1,1,1,1,138.02608522069195,4,3,4,4,32
Jimmy,2016-07-18,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,0.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,5.0,4.5,4.5,4.5,5.0,5.0,4.5,0,1,0,1,0,0.09,102.0,1.2738698230024073,3.0,1,1,0,1,1,1,1,1,138.02608522069195,2,4,3,4,32
Nikki,2014-04-05,"Bondi Beach, New South Wales, Australia",1.0,0.5,0,0.0,1,1,12,5,10,14,1125,14,14,1125,1125,14,1125,1,19,49,79,169,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,2,2,0,0,0.965576532094104,1250.0,17.252237970322497,783.3016264885274,1,1,1,1,1,1,1,1,157.98023595334942,5,3,4,4,34
Hannah,2014-11-01,"Camperdown, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0.01,200.0,3.189710533058806,0.0,1,1,1,1,1,1,1,1,138.02608522069195,4,6,4,4,32
Tao (Charles),2016-11-04,"New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,3.0,1,0,5,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,23,0,0,4.52,4.73,4.7,4.86,4.86,4.86,4.55,0,3,1,2,0,0.37,115.0,6.427301995722045,163.0,1,1,1,0,1,1,1,1,77.14240568832707,4,3,4,4,4
Shiki,2014-01-23,"Tamarama, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,4.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,8,0,0,4.5,4.5,4.25,4.88,5.0,4.75,4.25,1,4,0,4,0,0.2,35.0,5.592948898184453,274.0,1,1,1,1,1,1,1,1,183.21820800371313,2,4,3,4,35
Diego,2019-07-27,"Waterloo, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,0.0,1,0,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,1,1,0,0,0.04,130.0,3.6798224351872757,0.0,1,1,0,0,1,1,1,1,138.02608522069195,4,6,4,4,32
Cassie,2011-03-15,"New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,17,0,0,4.69,4.88,4.56,4.75,4.88,4.69,4.81,0,1,1,0,0,0.35,71.0,4.780646775837116,479.0,1,1,1,1,1,1,1,1,153.45101102941177,4,6,4,4,23
Sheridan,2013-06-23,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,10,5,6,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,13,0,0,4.69,4.92,4.46,5.0,5.0,5.0,4.54,1,1,1,0,0,0.35,320.0,26.477586869100374,154.0,1,1,0,0,1,0,1,1,255.97059136060957,5,3,4,4,26
Jacinta,2012-07-31,"Seddon West, Victoria, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,4,1,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,5,0,0,4.2,4.8,3.6,4.4,4.6,4.0,4.8,1,1,1,0,0,0.07,100.0,4.395079751158382,24.0,1,1,1,1,1,0,1,1,138.02608522069195,4,6,4,4,32
Luíza,2016-12-26,"Belo Horizonte, State of Minas Gerais, Brazil",0.9250118017309205,0.8164300559552359,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,4,0,0,4.67,4.67,4.67,5.0,4.67,4.67,5.0,1,1,1,0,0,0.09,80.0,1.8157979415099867,6.0,1,1,0,0,1,0,1,1,138.02608522069195,4,6,4,4,32
Icy,2017-02-15,"New York, New York, United States",0.9250118017309205,0.8164300559552359,0,2.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,1,0,0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,0,2,0,2,0,0.02,53.0,17.976715953004245,0.0,1,1,1,1,1,1,1,1,114.50185185185185,2,5,3,4,33
Will,2017-12-02,"Lugarno, New South Wales, Australia",0.9250118017309205,0.75,0,2.0,1,1,1,1,1,2,1125,2,2,1125,1125,2,1125,1,0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0,2,0,0.02,90.0,3.5463896598986535,0.0,1,1,0,1,1,1,1,1,138.02608522069195,2,5,3,4,32
Sarah,2016-05-24,"Hornsby, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,1.0,1,1,3,2,2,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,9,0,0,3.71,3.86,4.0,4.43,4.29,4.71,3.86,1,1,1,0,0,0.14,67.0,20.65216419687253,488.0,1,1,1,0,1,1,1,1,129.87171912486124,5,6,4,4,13
Jane,2017-01-23,"Sydney, New South Wales, Australia",0.9250118017309205,0.8164300559552359,1,3.0,1,1,1,1,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,61,0,0,4.8,4.87,4.8,4.95,4.95,4.78,4.82,0,3,0,3,0,1.05,60.0,4.42072083666065,785.0,1,1,1,1,1,1,1,1,138.02608522069195,2,4,3,4,32
Taylan,2012-09-11,"Bondi Beach, New South Wales, Australia",0.0,0.33,0,1.0,1,1,2,1,1,90,1125,90,90,1125,1125,90,1125,1,30,60,90,90,0,0,0,4.63158727853616,4.75458762886598,4.658408421672555,4.841571197172729,4.841825677267374,4.842272459499264,4.643321549565474,0,1,0,1,0,0.965576532094104,70.0,5.5033532531540565,783.3016264885274,1,1,1,1,1,1,1,1,183.21820800371313,4,5,3,1,35
Eddy And Jess,2014-11-05,Australia,0.9250118017309205,0.5,0,1.0,1,1,5,3,3,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0,1,1,0,0,0.08,550.0,11.56962832464978,6.0,1,1,1,1,1,1,1,1,192.27598747261771,4,6,4,4,20
Joao,2015-04-28,"Rose Bay, New South Wales, Australia",0.9250118017309205,0.8164300559552359,0,2.0,1,0,4,2,1,90,1125,90,90,1125,1125,90,1125,1,0,0,0,0,10,0,0,4.4,4.7,4.0,5.0,5.0,5.0,4.4,1,1,1,0,0,0.31,130.0,6.228325273593601,267.0,1,1,1,1,1,1,1,1,183.21820800371313,4,6,4,4,35
